project_id,project_type,state,district,terrain_type,land_area_hectares,estimated_cost_inr_crore,project_start_year,affected_families_count,title_dispute_rate_percent,local_protest_flag,compensation_multiplier_demand,sia_approval_status,section_11_notification_days,forest_clearance_status,fund_disbursement_percent,sia_approval_status_risk_score,forest_clearance_status_risk_score,C_r,F_r,H_r,W_r,P_r,land_area_log,project_age_years,delay_binary_label,delay_risk_tier,CRS,CRS_tier
NHAI-MH-2024-0617,Highway,Maharashtra,Chandrapur,Urban,352.32,1733.73,2024,4845,16.89,False,1.47,Pending,163,Not_Required,42.11,0.5,0.0,0.47,1.0,0.5256,0.6,0.0,2.5482,2,0,Medium,45.23,Moderate
NHAI-UP-2023-0528,Highway,Uttar Pradesh,Varanasi,Tribal_Schedule_V,193.33,1124.76,2023,250,71.04,False,2.71,Approved,573,Not_Required,22.27,0.0,0.0,1.0,0.6809,0.4713,0.6,0.0,2.2885,3,1,Very_High,41.42,Moderate
NHAI-MP-2020-0324,Highway,Madhya Pradesh,Ujjain,Rural_Agri,108.11,657.68,2020,667,31.85,False,2.25,Pending,179,Not_Required,14.8,0.5,0.0,1.0,0.8015,0.6087,0.5,0.0,2.0379,6,0,Medium,49.03,Moderate
MNRE-PB-2020-0131,Renewable_Energy,Punjab,Firozpur,Rural_Agri,27.95,69.01,2020,65,46.6,False,1.95,Approved,132,Not_Required,46.77,0.0,0.0,0.95,0.5163,0.356,0.5,0.0,1.4616,6,0,Medium,35.66,Moderate
NHAI-TS-2018-0189,Highway,Telangana,Warangal,Urban,135.8,929.26,2018,1693,16.81,False,2.1,Pending,134,Not_Required,34.18,0.5,0.0,1.0,0.9162,0.5578,0.5,0.0,2.1361,8,0,Medium,51.03,High
NHAI-RJ-2020-0443,Highway,Rajasthan,Chittorgarh,Rural_Agri,88.17,489.59,2020,306,25.99,False,2.49,Pending,420,Not_Required,46.37,1.0,0.0,1.0,0.7057,0.5716,0.4,0.0,1.9502,6,1,Very_High,52.85,High
MNRE-GJ-2021-0411,Renewable_Energy,Gujarat,Anand,Rural_Agri,9.61,31.9,2021,44,20.43,True,2.31,Approved,165,Not_Required,27.1,0.0,0.0,1.0,0.4691,0.4634,0.55,0.7,1.0257,5,0,Medium,47.21,Moderate
NHAI-MH-2022-0618,Highway,Maharashtra,Ahmednagar,Rural_Agri,60.68,447.59,2022,145,35.29,False,1.85,Approved,255,Not_Required,92.26,0.0,0.0,0.85,0.6141,0.5256,0.6,0.0,1.7901,4,0,High,37.62,Moderate
NHAI-HR-2020-0127,Highway,Haryana,Karnal,Urban,143.56,849.94,2020,738,13.94,False,1.5,Exempted,153,Not_Required,47.56,0.0,0.0,0.5,0.8139,0.4126,0.5,0.0,2.16,6,0,Medium,32.99,Moderate
MoR-AP-2024-0168,Railway,Andhra Pradesh,Guntur,Rural_Agri,140.48,689.11,2024,595,11.71,False,2.43,Approved,190,Not_Required,71.39,0.0,0.0,1.0,0.7874,0.5713,0.75,0.0,2.1507,2,0,High,46.28,Moderate
NHAI-KA-2023-0381,Highway,Karnataka,Belagavi,Rural_Agri,187.47,1255.85,2023,436,24.89,False,2.01,Rejected,269,Not_Required,48.89,1.0,0.0,1.0,0.7492,0.4867,0.55,0.0,2.2752,3,0,High,56.61,High
NHAI-MP-2016-0325,Highway,Madhya Pradesh,Khargone,Rural_Agri,215.49,1560.37,2016,527,26.47,False,1.51,Rejected,314,Not_Required,34.06,1.0,0.0,0.51,0.7725,0.6087,0.5,0.0,2.3354,10,0,High,47.44,Moderate
MNRE-RJ-2017-0444,Renewable_Energy,Rajasthan,Pali,Tribal_Schedule_V,84.09,243.15,2017,78,45.95,False,3.23,Approved,553,Stage_1_Pending,32.95,0.0,1.0,1.0,0.5384,0.4767,0.4,0.0,1.9299,9,1,Very_High,49.92,Moderate
NHAI-TN-2021-0363,Highway,Tamil Nadu,Krishnagiri,Rural_Agri,201.65,1446.57,2021,1284,18.25,False,2.2,Exempted,389,Not_Required,67.85,0.0,0.0,1.0,0.8821,0.4794,0.7,0.0,2.3067,5,1,Very_High,46.94,Moderate
NHAI-BR-2019-0184,Highway,Bihar,Vaishali,Rural_Agri,157.32,877.77,2019,882,8.33,False,2.35,Exempted,433,Not_Required,51.11,0.0,0.0,1.0,0.8359,0.4694,0.75,0.0,2.1995,7,1,Very_High,47.13,Moderate
NHAI-UP-2021-0529,Highway,Uttar Pradesh,Meerut,Rural_Agri,244.13,1637.18,2021,1193,27.38,False,3.28,Approved,293,Not_Required,45.89,0.0,0.0,1.0,0.8731,0.4713,0.6,0.0,2.3894,5,0,High,44.78,Moderate
NHAI-TN-2022-0364,Highway,Tamil Nadu,Krishnagiri,Forest_Eco_Sensitive,265.04,2148.5,2022,441,54.28,False,3.73,Exempted,357,Approved,34.15,0.0,0.0,1.0,0.7506,0.4794,0.7,0.0,2.4249,4,0,High,44.64,Moderate
MoR-TN-2020-0365,Railway,Tamil Nadu,Cuddalore,Rural_Agri,425.03,3170.27,2020,1691,32.36,False,2.49,Approved,159,Not_Required,42.55,0.0,0.0,1.0,0.916,0.5002,0.7,0.0,2.6294,6,0,Medium,47.53,Moderate
NHAI-AP-2018-0169,Highway,Andhra Pradesh,Kurnool,Tribal_Schedule_V,156.27,997.97,2018,223,25.06,False,2.27,Approved,649,Not_Required,42.19,0.0,0.0,1.0,0.6669,0.5669,0.75,0.0,2.1966,8,1,Very_High,44.17,Moderate
NHAI-MH-2015-0620,Highway,Maharashtra,Sindhudurg,Rural_Agri,254.26,1470.26,2015,1031,49.93,False,2.69,Approved,233,Not_Required,62.25,0.0,0.0,1.0,0.8551,0.5256,0.6,0.0,2.407,11,0,High,44.46,Moderate
MoR-JH-2020-0115,Railway,Jharkhand,Gumla,Rural_Agri,163.26,918.43,2020,880,39.55,False,2.86,Pending,251,Not_Required,26.35,1.0,0.0,1.0,0.8356,0.6881,0.55,0.0,2.2155,6,0,High,58.12,High
NHAI-DN-2023-0006,Highway,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Rural_Agri,176.49,1193.2,2023,419,20.29,False,1.85,Pending,304,Not_Required,32.22,1.0,0.0,0.85,0.7443,0.4168,0.55,0.0,2.2492,3,0,High,53.9,High
MNRE-RJ-2022-0445,Renewable_Energy,Rajasthan,Barmer,Tribal_Schedule_V,73.28,301.61,2022,68,35.35,False,2.7,Pending,459,Not_Required,0.0,1.0,0.0,1.0,0.5217,0.4767,0.4,0.0,1.8709,4,1,Very_High,49.63,Moderate
MNRE-LA-2020-0008,Renewable_Energy,Ladakh,Kargil,Forest_Eco_Sensitive,19.25,82.22,2020,20,42.43,True,2.84,Rejected,549,Stage_1_Pending,0.0,1.0,1.0,1.0,0.3752,0.5926,0.65,0.7,1.3064,6,1,Very_High,77.57,Critical
NHAI-MP-2015-0326,Highway,Madhya Pradesh,Shivpuri,Rural_Agri,55.63,239.44,2015,213,27.59,False,1.95,Approved,316,Not_Required,36.87,0.0,0.0,0.95,0.6612,0.6087,0.5,0.0,1.753,11,0,High,38.2,Moderate
MNRE-WB-2024-0183,Renewable_Energy,West Bengal,Bankura,Rural_Agri,14.24,64.54,2024,53,26.33,False,1.42,Pending,304,Not_Required,53.59,1.0,0.0,0.42,0.4915,0.4149,0.8,0.0,1.183,2,0,High,46.95,Moderate
MNRE-MP-2024-0327,Renewable_Energy,Madhya Pradesh,Shahdol,Rural_Agri,102.52,399.73,2024,249,28.09,False,2.51,Exempted,321,Not_Required,18.77,0.0,0.0,1.0,0.6804,0.5082,0.5,0.0,2.015,2,0,High,39.41,Moderate
NHAI-RJ-2022-0446,Highway,Rajasthan,Jhunjhunu,Tribal_Schedule_V,170.49,1069.54,2022,296,53.65,True,3.25,Pending,730,Stage_1_Pending,0.0,1.0,1.0,1.0,0.7016,0.5716,0.4,0.7,2.2342,4,1,Very_High,78.28,Critical
MoR-MH-2022-0621,Railway,Maharashtra,Solapur,Urban,631.69,2689.29,2022,7375,21.27,True,1.97,Rejected,280,Not_Required,15.18,1.0,0.0,0.97,1.0,0.5481,0.6,0.7,2.8012,4,0,High,71.97,High
NHAI-MP-2018-0328,Highway,Madhya Pradesh,Bhopal,Rural_Agri,372.47,2544.78,2018,406,46.24,False,2.66,Pending,218,Not_Required,37.59,1.0,0.0,1.0,0.7404,0.6087,0.5,0.0,2.5723,8,0,High,55.46,High
MoR-UP-2025-0530,Railway,Uttar Pradesh,Agra,Rural_Agri,556.5,3719.93,2025,2337,34.17,True,2.07,Pending,251,Not_Required,14.12,1.0,0.0,1.0,0.9559,0.4761,0.6,0.7,2.7462,1,0,High,71.73,High
NHAI-MP-2017-0329,Highway,Madhya Pradesh,Sehore,Tribal_Schedule_V,264.15,1989.32,2017,315,42.84,False,3.53,Approved,529,Approved,32.3,0.0,0.0,1.0,0.7093,0.6087,0.5,0.0,2.4235,9,1,Very_High,39.91,Moderate
MoR-RJ-2019-0447,Railway,Rajasthan,Chittorgarh,Rural_Agri,355.94,1606.84,2019,1910,22.83,False,2.2,Approved,410,Not_Required,64.88,0.0,0.0,1.0,0.931,0.5826,0.4,0.0,2.5526,7,1,Very_High,41.79,Moderate
NHAI-MH-2023-0622,Highway,Maharashtra,Nagpur,Urban,275.77,1738.38,2023,4440,31.58,False,1.94,Pending,182,Not_Required,34.29,1.0,0.0,0.94,1.0,0.5256,0.6,0.0,2.4421,3,0,High,60.95,High
NHAI-BR-2023-0185,Highway,Bihar,Muzaffarpur,Rural_Agri,263.32,1213.85,2023,1036,29.08,True,2.65,Approved,438,Approved,18.71,0.0,0.0,1.0,0.8557,0.4694,0.75,0.7,2.4221,3,1,Very_High,57.97,High
NHAI-TS-2023-0190,Highway,Telangana,Warangal,Forest_Eco_Sensitive,218.55,2200.35,2023,221,26.53,True,2.28,Pending,730,Stage_1_Pending,0.0,1.0,1.0,1.0,0.6657,0.5578,0.5,0.7,2.3415,3,1,Very_High,79.65,Critical
MoR-MH-2022-0623,Railway,Maharashtra,Thane,Urban,323.34,1661.56,2022,1223,22.44,False,2.39,Approved,234,Not_Required,48.25,0.0,0.0,1.0,0.8761,0.5481,0.6,0.0,2.511,4,0,High,44.83,Moderate
NHAI-BR-2021-0186,Highway,Bihar,Samastipur,Rural_Agri,242.2,1273.08,2021,746,44.19,True,3.33,Pending,280,Not_Required,31.19,1.0,0.0,1.0,0.8153,0.4694,0.75,0.7,2.386,5,0,High,72.27,High
NHAI-KA-2021-0383,Highway,Karnataka,Kolar,Urban,103.33,645.63,2021,1095,10.36,False,1.62,Approved,156,Not_Required,41.8,0.0,0.0,0.62,0.8625,0.4867,0.55,0.0,2.0184,5,0,Medium,36.94,Moderate
NHAI-WB-2023-0184,Highway,West Bengal,North 24 Parganas,Rural_Agri,237.98,1796.13,2023,1681,23.81,False,2.34,Pending,301,Not_Required,25.4,1.0,0.0,1.0,0.9153,0.4936,0.8,0.0,2.3784,3,0,High,64.52,High
MNRE-RJ-2021-0448,Renewable_Energy,Rajasthan,Bikaner,Forest_Eco_Sensitive,59.93,181.81,2021,74,28.96,False,2.49,Approved,564,Stage_1_Pending,4.68,0.0,1.0,1.0,0.532,0.4767,0.4,0.0,1.7848,5,1,Very_High,49.81,Moderate
MoR-GJ-2020-0412,Railway,Gujarat,Banaskantha,Rural_Agri,303.8,1323.53,2020,867,28.31,False,2.25,Exempted,258,Not_Required,19.52,0.0,0.0,1.0,0.8338,0.5431,0.55,0.0,2.484,6,0,High,43.09,Moderate
MNRE-TN-2021-0366,Renewable_Energy,Tamil Nadu,Cuddalore,Urban,65.57,249.56,2021,557,18.43,False,2.05,Approved,64,Not_Required,52.73,0.0,0.0,1.0,0.7793,0.3818,0.7,0.0,1.8233,5,0,Low,45.14,Moderate
NHAI-TN-2017-0367,Highway,Tamil Nadu,Kanchipuram,Rural_Agri,337.75,2654.63,2017,1709,34.76,False,2.38,Exempted,242,Not_Required,33.69,0.0,0.0,1.0,0.9173,0.4794,0.7,0.0,2.5299,9,0,High,47.55,Moderate
MNRE-HR-2023-0128,Renewable_Energy,Haryana,Faridabad,Rural_Agri,22.99,90.37,2023,74,12.59,False,1.83,Exempted,265,Not_Required,67.63,0.0,0.0,0.83,0.532,0.3506,0.5,0.0,1.38,3,0,High,33.84,Moderate
MoR-UP-2019-0532,Railway,Uttar Pradesh,Mathura,Rural_Agri,520.94,3369.68,2019,1098,16.02,False,2.98,Rejected,341,Not_Required,8.63,1.0,0.0,1.0,0.8628,0.4761,0.6,0.0,2.7176,7,0,High,59.6,High
NHAI-TN-2023-0368,Highway,Tamil Nadu,Madurai,Rural_Agri,184.63,1161.29,2023,312,41.43,True,3.14,Approved,472,Not_Required,3.65,0.0,0.0,1.0,0.7081,0.4794,0.7,0.7,2.2686,3,1,Very_High,54.39,High
MoR-UP-2019-0533,Railway,Uttar Pradesh,Kanpur Nagar,Urban,279.09,2039.69,2019,2407,10.79,False,2.33,Approved,172,Not_Required,24.68,0.0,0.0,1.0,0.9595,0.4761,0.6,0.0,2.4473,7,0,Medium,46.29,Moderate
MoR-BR-2018-0187,Railway,Bihar,Patna,Rural_Agri,459.84,1576.15,2018,1859,42.84,False,2.42,Pending,268,Approved,45.45,1.0,0.0,1.0,0.9277,0.4749,0.75,0.0,2.6636,8,0,High,63.73,High
NHAI-KA-2021-0385,Highway,Karnataka,Mandya,Rural_Agri,164.01,970.18,2021,696,46.68,True,3.27,Pending,386,Not_Required,0.0,1.0,0.0,1.0,0.8067,0.4867,0.55,0.7,2.2175,5,1,Very_High,68.12,High
MoR-MP-2024-0331,Railway,Madhya Pradesh,Dhar,Tribal_Schedule_V,249.4,1278.79,2024,124,67.4,True,3.06,Pending,730,Not_Required,17.93,1.0,0.0,1.0,0.595,0.6,0.5,0.7,2.3986,2,1,Very_High,63.41,High
MNRE-KA-2020-0386,Renewable_Energy,Karnataka,Dakshina Kannada,Forest_Eco_Sensitive,41.22,171.26,2020,56,53.86,True,3.26,Exempted,562,Approved,25.62,0.0,0.0,1.0,0.4982,0.4418,0.55,0.7,1.6255,6,1,Very_High,47.72,Moderate
NHAI-UK-2018-0036,Highway,Uttarakhand,Tehri Garhwal,Forest_Eco_Sensitive,152.18,973.67,2018,210,40.94,True,3.27,Pending,565,Approved,15.85,1.0,0.0,1.0,0.6595,0.6822,0.8,0.7,2.1852,8,1,Very_High,70.54,High
NHAI-MH-2018-0624,Highway,Maharashtra,Yavatmal,Rural_Agri,188.45,1455.1,2018,666,30.32,False,2.02,Pending,302,Not_Required,25.19,1.0,0.0,1.0,0.8013,0.5256,0.6,0.0,2.2775,8,0,High,58.52,High
NHAI-BR-2018-0188,Highway,Bihar,Rohtas,Rural_Agri,162.94,920.72,2018,334,32.45,False,1.84,Pending,345,Not_Required,45.76,1.0,0.0,0.84,0.7164,0.4694,0.75,0.0,2.2147,8,0,High,57.24,High
NHAI-MH-2021-0625,Highway,Maharashtra,Chhatrapati Sambhajinagar,Urban,206.69,1255.23,2021,2232,26.95,False,1.94,Pending,133,Not_Required,40.69,0.5,0.0,0.94,0.9502,0.5256,0.6,0.0,2.3174,5,0,Medium,52.58,High
NHAI-HR-2016-0129,Highway,Haryana,Rohtak,Rural_Agri,265.3,2183.53,2016,557,32.55,False,2.06,Approved,360,Approved,74.01,0.0,0.0,1.0,0.7793,0.4126,0.5,0.0,2.4254,10,0,High,41.14,Moderate
MNRE-JH-2020-0116,Renewable_Energy,Jharkhand,Deoghar,Forest_Eco_Sensitive,29.28,103.86,2020,10,40.06,True,3.41,Approved,370,Stage_1_Pending,13.74,0.0,1.0,1.0,0.2955,0.5647,0.55,0.7,1.4812,6,1,Very_High,59.17,High
MNRE-GJ-2017-0413,Renewable_Energy,Gujarat,Banaskantha,Rural_Agri,23.8,93.69,2017,133,27.59,False,2.06,Approved,226,Not_Required,10.54,0.0,0.0,1.0,0.6035,0.4634,0.55,0.0,1.3945,9,0,High,39.06,Moderate
MNRE-OD-2018-0157,Renewable_Energy,Odisha,Jajpur,Forest_Eco_Sensitive,46.03,202.23,2018,63,39.53,False,2.55,Approved,354,Approved,64.46,0.0,0.0,1.0,0.5125,0.5579,0.8,0.0,1.6724,8,0,High,42.47,Moderate
NHAI-TN-2023-0369,Highway,Tamil Nadu,Erode,Forest_Eco_Sensitive,159.23,795.66,2023,308,35.82,True,2.77,Exempted,730,Approved,0.0,0.0,0.0,1.0,0.7065,0.4794,0.7,0.7,2.2047,3,1,Very_High,54.36,High
NHAI-TS-2023-0191,Highway,Telangana,Siddipet,Rural_Agri,278.41,2191.11,2023,1380,44.83,True,2.75,Pending,342,Not_Required,28.16,1.0,0.0,1.0,0.891,0.5578,0.5,0.7,2.4462,3,0,High,68.59,High
NHAI-MH-2023-0626,Highway,Maharashtra,Kolhapur,Rural_Agri,117.61,609.98,2023,139,24.91,False,2.25,Approved,128,Not_Required,28.21,0.0,0.0,1.0,0.6089,0.5256,0.6,0.0,2.0741,3,0,Medium,40.16,Moderate
NHAI-OD-2016-0158,Highway,Odisha,Jagatsinghpur,Tribal_Schedule_V,252.6,1774.35,2016,340,45.74,True,2.77,Approved,538,Not_Required,0.0,0.0,0.0,1.0,0.7186,0.6207,0.8,0.7,2.4041,10,1,Very_High,56.58,High
MoR-GA-2020-0016,Railway,Goa,South Goa,Forest_Eco_Sensitive,211.85,1261.26,2020,178,27.99,False,3.37,Approved,476,Approved,46.98,0.0,0.0,1.0,0.6392,0.5387,0.6,0.0,2.3281,6,1,Very_High,40.69,Moderate
MoR-UP-2025-0534,Railway,Uttar Pradesh,Ghaziabad,Rural_Agri,212.64,1135.49,2025,804,17.55,True,1.87,Approved,291,Not_Required,20.65,0.0,0.0,0.87,0.8245,0.4761,0.6,0.7,2.3297,1,0,High,52.15,High
MNRE-HP-2022-0032,Renewable_Energy,Himachal Pradesh,Hamirpur,Tribal_Schedule_V,55.3,224.87,2022,34,31.88,False,2.52,Approved,487,Not_Required,0.83,0.0,0.0,1.0,0.4381,0.5741,0.75,0.0,1.7505,4,1,Very_High,40.17,Moderate
MoR-MH-2016-0627,Railway,Maharashtra,Palghar,Rural_Agri,506.4,1996.09,2016,956,28.51,False,1.59,Approved,301,Approved,7.23,0.0,0.0,0.59,0.8458,0.5481,0.6,0.0,2.7054,10,0,High,37.13,Moderate
NHAI-UP-2024-0535,Highway,Uttar Pradesh,Mathura,Rural_Agri,286.91,1842.97,2024,495,40.7,False,2.89,Rejected,357,Not_Required,0.0,1.0,0.0,1.0,0.7648,0.4713,0.6,0.0,2.4593,2,0,High,57.88,High
MNRE-SK-2017-0015,Renewable_Energy,Sikkim,East Sikkim (Gangtok),Urban,80.86,379.53,2017,545,8.53,False,1.69,Approved,62,Not_Required,77.95,0.0,0.0,0.69,0.7766,0.5753,0.75,0.0,1.9131,9,0,Low,40.67,Moderate
NHAI-MH-2017-0628,Highway,Maharashtra,Bhandara,Rural_Agri,242.09,953.31,2017,1537,18.62,False,2.5,Approved,162,Not_Required,92.23,0.0,0.0,1.0,0.9043,0.5256,0.6,0.0,2.3858,9,0,Medium,45.32,Moderate
NHAI-TN-2022-0370,Highway,Tamil Nadu,Salem,Rural_Agri,103.1,749.11,2022,360,15.52,False,1.96,Pending,375,Not_Required,0.0,1.0,0.0,1.0,0.7257,0.4794,0.7,0.0,2.0175,4,1,Very_High,59.2,High
MoR-RJ-2025-0449,Railway,Rajasthan,Nagaur,Forest_Eco_Sensitive,438.73,3265.08,2025,568,52.89,True,3.37,Approved,702,Stage_1_Pending,24.57,0.0,1.0,1.0,0.7817,0.5826,0.4,0.7,2.6432,1,1,Very_High,64.68,High
MoR-AS-2025-0080,Railway,Assam,Dhubri,Rural_Agri,519.43,2775.17,2025,1515,24.29,False,2.65,Rejected,206,Not_Required,47.29,1.0,0.0,1.0,0.9025,0.6842,0.85,0.0,2.7164,1,0,High,65.29,High
NHAI-AP-2025-0170,Highway,Andhra Pradesh,Vizianagaram,Rural_Agri,88.83,729.6,2025,172,13.85,False,2.95,Pending,150,Not_Required,23.1,0.5,0.0,1.0,0.635,0.5669,0.75,0.0,1.9534,1,0,Medium,51.11,High
NHAI-BR-2024-0189,Highway,Bihar,Darbhanga,Rural_Agri,313.79,3569.14,2024,1511,15.01,False,3.52,Rejected,260,Not_Required,41.34,1.0,0.0,1.0,0.9022,0.4694,0.75,0.0,2.498,2,0,High,63.29,High
NHAI-HR-2025-0130,Highway,Haryana,Panipat,Rural_Agri,209.53,1343.24,2025,689,18.41,False,2.06,Pending,286,Not_Required,8.2,1.0,0.0,1.0,0.8055,0.4126,0.5,0.0,2.3233,1,0,High,56.6,High
MNRE-TS-2019-0192,Renewable_Energy,Telangana,Mancherial,Urban,43.32,155.19,2019,310,25.03,False,1.5,Pending,137,Not_Required,0.0,0.5,0.0,1.0,0.7073,0.4843,0.5,0.0,1.6466,7,0,Medium,47.38,Moderate
MoR-OD-2018-0159,Railway,Odisha,Mayurbhanj,Tribal_Schedule_V,100.24,532.09,2018,222,32.72,False,3.59,Approved,527,Not_Required,32.92,0.0,0.0,1.0,0.6663,0.7152,0.8,0.0,2.0054,8,1,Very_High,45.16,Moderate
NHAI-UP-2025-0536,Highway,Uttar Pradesh,Firozabad,Urban,310.4,2595.92,2025,1567,18.45,False,2.0,Approved,130,Not_Required,70.4,0.0,0.0,1.0,0.9066,0.4713,0.6,0.0,2.4933,1,0,Medium,45.37,Moderate
NHAI-JH-2021-0117,Highway,Jharkhand,Khunti,Tribal_Schedule_V,254.7,1789.48,2021,352,47.38,False,2.47,Pending,449,Not_Required,2.06,1.0,0.0,1.0,0.7229,0.6928,0.55,0.0,2.4077,5,1,Very_High,56.15,High
MoR-AP-2019-0171,Railway,Andhra Pradesh,Ananthapuramu,Rural_Agri,334.18,2055.07,2019,300,11.91,False,2.87,Rejected,263,Approved,50.06,1.0,0.0,1.0,0.7033,0.5713,0.75,0.0,2.5253,7,0,High,59.81,High
MoR-RJ-2022-0450,Railway,Rajasthan,Udaipur,Forest_Eco_Sensitive,340.17,2040.33,2022,97,38.68,True,2.62,Pending,632,Stage_1_Pending,0.0,1.0,1.0,1.0,0.565,0.5826,0.4,0.7,2.533,4,1,Very_High,75.89,Critical
MNRE-RJ-2017-0451,Renewable_Energy,Rajasthan,Alwar,Forest_Eco_Sensitive,73.93,333.18,2017,41,62.97,True,3.77,Rejected,545,Approved,6.24,1.0,0.0,1.0,0.4606,0.4767,0.4,0.7,1.8747,9,1,Very_High,59.06,High
MNRE-UP-2023-0538,Renewable_Energy,Uttar Pradesh,Ghaziabad,Rural_Agri,35.1,155.64,2023,155,21.64,False,2.62,Exempted,316,Not_Required,11.5,0.0,0.0,1.0,0.6223,0.3761,0.6,0.0,1.5575,3,0,High,40.39,Moderate
NHAI-CG-2019-0122,Highway,Chhattisgarh,Balod,Forest_Eco_Sensitive,226.08,1245.01,2019,177,36.56,True,3.48,Pending,730,Stage_1_Pending,0.0,1.0,1.0,1.0,0.6385,0.6694,0.55,0.7,2.3562,7,1,Very_High,80.17,Critical
MoR-BR-2023-0190,Railway,Bihar,Patna,Rural_Agri,178.94,1692.17,2023,734,33.25,False,1.71,Exempted,308,Not_Required,37.76,0.0,0.0,0.71,0.8133,0.4749,0.75,0.0,2.2551,3,0,High,41.66,Moderate
NHAI-MP-2021-0332,Highway,Madhya Pradesh,Dhar,Forest_Eco_Sensitive,197.11,370.42,2021,62,42.88,True,2.74,Pending,730,Approved,0.0,1.0,0.0,1.0,0.5105,0.6087,0.5,0.7,2.2969,5,1,Very_High,61.93,High
NHAI-RJ-2022-0452,Highway,Rajasthan,Nagaur,Tribal_Schedule_V,136.38,1063.72,2022,49,64.34,False,2.7,Approved,457,Stage_1_Pending,22.05,0.0,1.0,1.0,0.4821,0.5716,0.4,0.0,2.1379,4,1,Very_High,48.94,Moderate
MoR-MH-2022-0629,Railway,Maharashtra,Nanded,Rural_Agri,493.67,1558.5,2022,1227,36.5,False,1.91,Pending,125,Not_Required,9.58,0.5,0.0,0.91,0.8765,0.5481,0.6,0.0,2.6943,4,0,Medium,50.76,High
NHAI-MH-2021-0630,Highway,Maharashtra,Bhandara,Forest_Eco_Sensitive,286.77,1856.74,2021,250,42.63,False,2.9,Pending,406,Approved,14.9,1.0,0.0,1.0,0.6809,0.5256,0.6,0.0,2.459,5,1,Very_High,56.42,High
MoR-RJ-2016-0453,Railway,Rajasthan,Ajmer,Rural_Agri,169.38,730.6,2016,287,34.92,False,2.22,Approved,236,Not_Required,83.14,0.0,0.0,1.0,0.6978,0.5826,0.4,0.0,2.2314,10,0,High,37.71,Moderate
MoR-RJ-2025-0454,Railway,Rajasthan,Kota,Rural_Agri,402.29,918.15,2025,3053,22.97,True,2.42,Approved,366,Approved,0.0,0.0,0.0,1.0,0.9888,0.5826,0.4,0.7,2.6056,1,1,Very_High,53.3,High
NHAI-KA-2020-0387,Highway,Karnataka,Belagavi,Rural_Agri,206.97,990.23,2020,772,19.17,False,1.7,Exempted,462,Not_Required,51.18,0.0,0.0,0.7,0.8195,0.4867,0.55,0.0,2.318,6,1,Very_High,37.59,Moderate
NHAI-HR-2020-0131,Highway,Haryana,Karnal,Rural_Agri,152.68,692.16,2020,733,22.64,False,2.34,Pending,144,Not_Required,62.41,0.5,0.0,1.0,0.8131,0.4126,0.5,0.0,2.1866,6,0,Medium,49.23,Moderate
MNRE-GJ-2020-0414,Renewable_Energy,Gujarat,Bhavnagar,Rural_Agri,45.82,196.61,2020,161,20.0,False,2.74,Exempted,280,Stage_1_Pending,42.35,0.0,1.0,1.0,0.6269,0.4634,0.55,0.0,1.6704,6,0,High,54.47,High
MoR-TN-2020-0371,Railway,Tamil Nadu,Tirunelveli,Urban,360.01,1570.6,2020,4039,30.62,False,1.98,Pending,142,Not_Required,18.66,0.5,0.0,0.98,1.0,0.5002,0.7,0.0,2.5575,6,0,Medium,56.15,High
NHAI-GJ-2025-0415,Highway,Gujarat,Jamnagar,Tribal_Schedule_V,248.32,2109.4,2025,308,46.67,True,3.17,Approved,730,Stage_1_Pending,2.2,0.0,1.0,1.0,0.7065,0.5459,0.55,0.7,2.3968,1,1,Very_High,66.36,High
NHAI-AS-2015-0081,Highway,Assam,Dibrugarh,Rural_Agri,124.83,551.1,2015,253,30.79,False,2.74,Pending,446,Not_Required,33.7,1.0,0.0,1.0,0.6823,0.5526,0.85,0.0,2.0998,11,1,Very_High,61.44,High
NHAI-MP-2022-0333,Highway,Madhya Pradesh,Sehore,Urban,96.4,626.74,2022,1386,20.99,True,2.54,Approved,203,Not_Required,54.69,0.0,0.0,1.0,0.8915,0.6087,0.5,0.7,1.9886,4,0,High,53.6,High
NHAI-MH-2023-0631,Highway,Maharashtra,Sangli,Tribal_Schedule_V,124.01,694.66,2023,141,74.69,True,3.18,Rejected,717,Stage_1_Pending,0.0,1.0,1.0,1.0,0.6107,0.5256,0.6,0.7,2.0969,3,1,Very_High,80.69,Critical
NHAI-RJ-2023-0455,Highway,Rajasthan,Dungarpur,Rural_Agri,123.08,908.81,2023,341,13.11,False,1.83,Approved,323,Approved,66.4,0.0,0.0,0.83,0.719,0.5716,0.4,0.0,2.0937,3,0,High,35.11,Moderate
MoR-KL-2023-0101,Railway,Kerala,Malappuram,Forest_Eco_Sensitive,407.81,489.37,2023,447,39.54,False,3.59,Pending,382,Approved,0.0,1.0,0.0,1.0,0.7523,0.6686,0.75,0.0,2.6115,3,1,Very_High,60.66,High
NHAI-UP-2019-0539,Highway,Uttar Pradesh,Hardoi,Forest_Eco_Sensitive,135.7,449.77,2019,195,40.08,True,2.63,Pending,564,Stage_1_Pending,0.0,1.0,1.0,1.0,0.6504,0.4713,0.6,0.7,2.1358,7,1,Very_High,81.38,Critical
